ID_Ejecutivo,ID_Último_Jefe,Sexo,Fuga,Negocio,Edad,MesesServicio,NoSupervisores,Máx.MesesSup,Min.MesesSup,CumpliProm,SalarioFijoProm,SalarioVarMandProm,SalarioVarVolProm,SalarioTotalProm,ProporSalarioFijoProm,PropMesesBajoSalProm,PropMesesBajoCumpliProm,PropMesesNoCumple,SalarioFijoPromJefe,SalarioVarMandPromJefe,SalarioVarVolPromJefe,SalarioTotalPromJefe,ProporSalarioFijoPromJefe,TotalEjecuJefe,PromPropMesesNoCumpleEjecJefe,CumpliPromEjecutJefe,PropEjecuFugadosJefe
134630167,013494241K,,SI,Mandatorio,,7,1,7,7,1.17,355588,1299358,34517,1689464,0.41,0.43,0.43,0.29,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
134711337,94726468,,SI,Mandatorio,,5,1,5,5,1.52,304013,391610,6000,701623,0.82,0.8,0.2,0.2,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
013474099K,014381629K,M,NO,Voluntario,40,25,4,8,3,0.54,387757,109909,605840,1103506,0.49,0.68,0.64,0.12,1269631,2380856,91363,3741850,0.39,14,0.28,0.58,0.57
134746602,94801788,,SI,Voluntario,,4,1,4,4,0.05,309167,0,0,309167,1,0.25,0.75,0.75,1422885,0,1141700,2564584,0.63,14,0.63,0.31,0.86
134857625,118897102,,SI,Voluntario,,2,1,2,2,0.14,128333,0,18348,146681,0.5,0.5,0.5,0.5,1373955,0,1204337,2578292,0.63,23,0.36,0.44,0.52
134902221,013494241K,M,SI,Mandatorio,40,19,1,19,19,0.39,287705,511524,19716,818945,0.55,0.58,0.68,0.63,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
134952466,94726468,M,SI,Mandatorio,40,16,1,16,16,0.66,325179,574707,19125,919010,0.51,0.5,0.5,0.25,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
134986743,83284579,,SI,Voluntario,,6,1,6,6,0.21,348056,0,186179,534235,0.76,0.83,0.83,0.5,1540297,0,852097,2392394,0.7,22,0.47,0.34,0.68
135077135,112352481,M,SI,Mandatorio,40,3,1,3,3,0.36,184250,101490,1331,287071,0.64,0.67,0.67,0.67,1435721,1518841,0,2954563,0.58,15,0.15,1.15,0.4
135164119,155313382,,NO,Mandatorio,,4,1,4,4,0.6,332906,498363,83875,915144,0.55,0.5,0.25,0,1538205,585527,0,2123732,0.79,12,0.28,0.69,0.5
135170615,115944088,,SI,Mandatorio,,8,1,8,8,0.66,304611,373074,11871,689557,0.63,0.75,0.63,0.38,1372288,1730793,0,3103081,0.52,25,0.16,0.8,0.64
135195340,128304177,F,SI,Voluntario,40,6,2,5,1,0.17,358521,0,58521,417042,0.88,0.5,0.5,0.5,1461527,0,610416,2071944,0.74,15,0.52,0.39,0.53
135266418,109388300,M,SI,Mandatorio,40,4,1,4,4,0,323554,0,187395,510949,0.82,0.75,0,1,1144120,308872,0,1452992,0.78,6,0.42,0.39,0.33
135325481,162673238,,SI,Mandatorio,,6,1,6,6,0.83,271024,553777,51944,876745,0.37,0.33,0.5,0.17,1438331,949964,0,2388295,0.62,9,0.55,0.71,0.56
135425494,94801788,,SI,Voluntario,,7,1,7,7,0.23,300000,0,139212,439212,0.7,0.57,0.57,0.43,1422885,0,1141700,2564584,0.63,14,0.63,0.31,0.86
135484563,013551439K,,NO,Mandatorio,,8,1,8,8,1.08,358031,1136513,161250,1655795,0.57,0.5,0.5,0,1189709,2018462,0,3208171,0.44,39,0.16,0.69,0.59
135518476,67196600,M,SI,Voluntario,38,6,1,6,6,0.62,662222,0,607583,1269806,0.48,0.33,0.5,0.5,1366979,0,1222167,2589146,0.63,18,0.7,0.29,0.78
135532630,135341797,M,NO,Mandatorio,39,22,1,22,22,0.64,371210,757171,44468,1172849,0.47,0.5,0.55,0.27,1217557,1306625,0,2524182,0.59,10,0.24,0.76,0.5
135616508,109588431,M,NO,Voluntario,39,13,2,9,4,0.84,363537,0,970750,1334287,0.31,0.46,0.54,0,1474853,0,1361914,2836767,0.6,18,0.45,0.42,0.61
135650005,89666937,,SI,Voluntario,,4,1,4,4,0.26,198334,0,13270,211604,0.71,0.5,0.75,0.5,1428688,0,1661724,3090411,0.58,22,0.29,0.54,0.73
135708461,121484943,,NO,Voluntario,,5,1,5,5,0.61,347667,0,180362,528029,0.76,0.8,0.6,0,1345560,0,765638,2111198,0.71,18,0.3,0.58,0.61
013574641K,121639750,F,NO,Mandatorio,43,12,2,9,3,1.9,367798,1720561,66364,2154722,0.42,0.42,0.42,0,1366173,2188296,0,3554469,0.47,11,0.09,1.32,0.27
135778664,135086002,M,NO,Mandatorio,39,20,1,20,20,1.07,352348,1081184,108887,1542418,0.38,0.4,0.5,0.1,1413067,1806806,0,3219873,0.53,17,0.11,1.07,0.35
135980080,140164941,,NO,Mandatorio,,8,1,8,8,2.08,358234,1308168,103125,1769527,0.56,0.5,0.5,0,1520519,3408821,0,4929340,0.39,16,0.08,1.29,0.19
135995959,140164941,M,NO,Mandatorio,39,24,1,24,24,1.01,366253,1136775,23169,1526197,0.36,0.46,0.38,0.04,1520519,3408821,0,4929340,0.39,16,0.08,1.29,0.19
136344005,118897102,,NO,Voluntario,,3,1,3,3,0.69,272222,0,318929,591151,0.7,0.67,0.33,0,1373955,0,1204337,2578292,0.63,23,0.36,0.44,0.52
136385860,128896406,,SI,Voluntario,,3,2,2,1,0,322778,0,0,322778,1,0.33,0,1,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
136429795,121524422,F,SI,Mandatorio,39,2,1,2,2,,368500,0,0,368500,1,0,0,1,1213041,1625177,0,2838218,0.51,17,0.32,0.84,0.41
136560859,153783977,,NO,Voluntario,,8,1,8,8,0,403125,0,431041,834166,0.58,0.25,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
136581333,128866914,F,NO,Voluntario,39,22,3,14,4,1.34,439908,0,2276287,2716195,0.32,0.64,0.45,0.05,1501064,0,1346390,2847454,0.59,10,0.28,0.62,0.2
136615580,161786128,M,SI,Voluntario,39,20,1,20,20,0.45,553873,0,1035670,1589543,0.49,0.6,0.75,0.35,1354286,0,629406,1983693,0.76,9,0.58,0.22,0.78
136778986,012852066K,M,NO,Mandatorio,39,16,1,16,16,0.57,361300,414642,17348,793290,0.58,0.56,0.56,0.31,1398546,1782728,0,3181274,0.54,22,0.26,0.9,0.45
013680197K,153783977,F,SI,Voluntario,39,4,1,4,4,,367500,0,0,367500,1,0.25,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
136872478,79062154,F,SI,Mandatorio,39,16,3,8,2,0.49,317748,438671,29598,786017,0.48,0.5,0.63,0.38,1520685,1265714,10233,2796632,0.64,21,0.35,0.7,0.38
136951289,134844604,M,SI,Mandatorio,39,14,1,14,14,0.88,460599,1031767,64107,1556472,0.38,0.5,0.64,0.29,1245460,1567982,0,2813441,0.52,17,0.13,0.87,0.18
136980696,116070170,F,SI,Voluntario,39,4,1,4,4,,210000,0,2550,212550,0.73,0.5,0,1,875704,0,866130,1741834,0.55,25,0.75,0.25,0.4
136995324,92093492,,SI,Voluntario,,4,1,4,4,0.15,350000,0,102739,452739,0.85,0.75,0.75,0.5,1360170,0,274643,1634813,0.86,7,0.52,0.13,1
137016478,132954186,F,NO,Mandatorio,39,12,3,8,1,1.25,334814,1036171,56114,1427099,0.47,0.5,0.33,0.25,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
137030071,132744505,F,SI,Mandatorio,39,8,1,8,8,1.01,256031,1728731,66310,2051071,0.53,0.63,0.5,0.38,1158206,3026582,60870,4245658,0.34,25,0.13,1.11,0.6
137035669,106912122,F,NO,Mandatorio,39,12,1,12,12,1.62,367663,1542468,24336,1934466,0.44,0.5,0.5,0,1408105,722679,0,2130784,0.73,15,0.21,0.96,0.2
137135418,142778769,,SI,Mandatorio,,5,1,5,5,0.39,325229,222826,2324,550379,0.72,0.6,0.6,0.4,750000,1521361,0,2271361,0.36,13,0.13,0.69,0.85
137149133,109388300,M,SI,Mandatorio,39,8,1,8,8,0.43,369058,96743,8557,474358,0.82,0.63,0.63,0.38,1144120,308872,0,1452992,0.78,6,0.42,0.39,0.33
137185873,106667659,F,NO,Mandatorio,39,16,2,9,7,1.18,369434,884005,26972,1280411,0.47,0.5,0.38,0.06,1462580,2168888,0,3631468,0.51,16,0.16,0.98,0.31
137212439,155313382,,SI,Mandatorio,,2,1,2,2,0.25,280563,105459,70000,456022,0.76,0.5,0.5,0,1538205,585527,0,2123732,0.79,12,0.28,0.69,0.5
137283883,123053729,,NO,Mandatorio,,8,1,8,8,1.99,356461,1160237,26875,1543573,0.57,0.5,0.38,0,1438363,2290055,17434,3745852,0.49,21,0.11,1.1,0.48
137287676,112352481,,NO,Mandatorio,,4,1,4,4,0.79,342328,228324,20301,590953,0.73,0.75,0.5,0,1435721,1518841,0,2954563,0.58,15,0.15,1.15,0.4
137309602,156530999,F,SI,Mandatorio,39,22,2,12,10,0.67,334319,543775,13957,892051,0.5,0.55,0.59,0.14,1429171,1084693,0,2513864,0.69,13,0.18,0.83,0.62
137320746,128304177,F,SI,Voluntario,39,16,2,10,6,0.23,365037,0,249588,614625,0.69,0.5,0.63,0.44,1461527,0,610416,2071944,0.74,15,0.52,0.39,0.53
137494515,016308323K,,SI,Mandatorio,,7,2,6,1,0.53,283703,251775,5994,541472,0.57,0.57,0.71,0.29,735700,1451517,0,2187218,0.36,7,0.26,0.5,0.86
137496933,136349139,,SI,Voluntario,,4,1,4,4,0.37,262500,0,98144,360644,0.6,0.5,0.75,0.25,1378351,0,251782,1630133,0.86,9,0.56,0.3,0.78
137566257,134844604,F,NO,Mandatorio,38,20,1,20,20,0.87,484586,766320,16274,1267180,0.52,0.4,0.45,0.05,1245460,1567982,0,2813441,0.52,17,0.13,0.87,0.18
137576783,118347730,,SI,Voluntario,,4,1,4,4,0.12,227500,0,10477,237977,0.72,0.5,0.75,0.5,1355931,0,813538,2169469,0.68,20,0.43,0.33,0.8
137577887,013745498K,F,NO,Mandatorio,37,12,2,7,5,0.92,360497,512464,15059,888020,0.62,0.67,0.58,0,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
137617536,013745498K,F,SI,Mandatorio,38,23,3,16,2,0.38,253716,510665,19890,784271,0.37,0.57,0.57,0.52,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
137683822,141261746,,SI,Mandatorio,,4,2,3,1,0.8,330138,346518,26554,703210,0.58,0.5,0.75,0.25,1202861,1818037,0,3020898,0.47,20,0.17,0.78,0.75
137766736,162505491,,SI,Voluntario,,3,2,2,1,0.27,346111,0,18529,364640,0.95,0.67,0.33,0,1319585,0,683768,2003353,0.76,17,0.36,0.38,0.59
137800977,180201661,,SI,Voluntario,,2,1,2,2,0,250833,0,780000,1030833,0.59,0.5,0,1,1433878,0,2418300,3852178,0.45,15,0.3,0.91,0.67
137843595,112352481,,NO,Mandatorio,,8,1,8,8,2.03,356461,1211234,65625,1633320,0.57,0.5,0.25,0,1435721,1518841,0,2954563,0.58,15,0.15,1.15,0.4
138046885,123278445,F,SI,Voluntario,37,6,2,5,1,0.18,358521,0,27603,386124,0.93,0.5,0.5,0.33,1336114,0,644710,1980824,0.77,8,0.38,0.28,0.5
138287335,012852066K,,SI,Mandatorio,,5,1,5,5,1.13,276212,904738,26803,1207752,0.35,0.6,0.4,0.2,1398546,1782728,0,3181274,0.54,22,0.26,0.9,0.45
138372863,116070170,F,SI,Voluntario,38,1,1,1,1,,60000,0,0,60000,1,0,0,1,875704,0,866130,1741834,0.55,25,0.75,0.25,0.4
138402479,116106698,,SI,Mandatorio,,8,1,8,8,1.15,356461,486975,11250,854686,0.64,0.5,0.38,0,1513161,922171,0,2435332,0.68,19,0.21,0.75,0.47
138404501,215869660,M,NO,Voluntario,38,24,2,16,8,0.64,467763,0,519570,987332,0.56,0.5,0.92,0.75,1356823,0,355762,1712586,0.85,17,0.8,0.39,0.29
138410498,67196600,M,SI,Voluntario,37,8,1,8,8,0.11,650000,0,70551,720551,0.84,0.25,0.75,0.75,1366979,0,1222167,2589146,0.63,18,0.7,0.29,0.78
138465780,109588431,,NO,Voluntario,,1,1,1,1,0,233334,0,0,233334,1,0,0,1,1474853,0,1361914,2836767,0.6,18,0.45,0.42,0.61
138473295,011834846K,,SI,Mandatorio,,8,1,8,8,0.52,281144,306225,27074,614443,0.54,0.38,0.5,0.13,1248909,1541468,0,2790377,0.55,21,0.25,0.77,0.57
138488160,98762655,,SI,Voluntario,,3,1,3,3,,410000,0,0,410000,1,0.33,0,1,1173564,0,816000,1989564,0.69,20,0.87,0.14,0.4
138516571,010131121K,F,NO,Voluntario,38,11,3,7,1,0.48,617543,0,1234423,1851967,0.5,0.55,0.55,0,,,,,,10,0.4,0.53,0.1
138517756,121484943,,SI,Voluntario,,8,2,4,4,0.09,278542,0,39180,317722,0.82,0.25,0.63,0.63,1345560,0,765638,2111198,0.71,18,0.3,0.58,0.61
138528626,97019819,F,NO,Mandatorio,38,14,2,10,4,1.52,362085,1264967,1045724,2672776,0.37,0.43,0.36,0.07,1427850,1611621,105006,3144478,0.59,8,0.15,1.39,0
138635422,141029142,M,NO,Mandatorio,38,13,1,13,13,0.89,381133,773937,22729,1177800,0.56,0.54,0.46,0.08,1275451,809412,0,2084863,0.68,13,0.1,0.83,0.38
138650405,121524422,,SI,Mandatorio,,5,2,3,2,0.57,303268,332237,6321,641827,0.65,0.6,0.8,0.4,1213041,1625177,0,2838218,0.51,17,0.32,0.84,0.41
138650502,150045789,F,SI,Voluntario,38,15,1,15,15,0.27,349999,0,194267,544266,0.75,0.67,0.6,0.2,1572899,0,206737,1779636,0.91,9,0.42,0.23,0.78
138712168,130116221,,SI,Mandatorio,,4,1,4,4,0.29,268844,136257,18322,423422,0.6,0.75,0.75,0.75,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
138718654,109250430,,SI,Mandatorio,,5,1,5,5,0.29,351052,204157,4827,560036,0.74,0.6,0.6,0.4,1265516,1386339,7143,2658998,0.55,23,0.39,0.63,0.7
138725340,87737047,,SI,Mandatorio,,9,2,6,3,1.01,295689,597404,12800,905893,0.39,0.56,0.67,0.22,1249262,905750,0,2155012,0.7,9,0.23,0.72,0.67
138793508,135204226,,SI,Voluntario,,1,1,1,1,,210000,0,0,210000,1,0,0,1,945754,0,1716800,2662554,0.37,10,0.59,0.18,0.9
138796906,008536233K,,SI,Mandatorio,,6,1,6,6,0.52,327051,207835,4707,539593,0.7,0.5,0.5,0.33,542361,421776,0,964136,0.57,3,0.44,0.35,1
138805468,121484943,F,NO,Voluntario,38,20,3,12,3,0.49,331095,0,530486,861580,0.58,0.65,0.65,0.3,1345560,0,765638,2111198,0.71,18,0.3,0.58,0.61
138824209,121484943,F,SI,Voluntario,38,11,3,4,3,0.51,351046,0,562034,913079,0.57,0.55,0.64,0.09,1345560,0,765638,2111198,0.71,18,0.3,0.58,0.61
138847160,109588431,F,NO,Voluntario,38,19,2,14,5,0.74,329843,0,979623,1309466,0.49,0.58,0.53,0.21,1474853,0,1361914,2836767,0.6,18,0.45,0.42,0.61
138985334,132064490,,SI,Mandatorio,,5,2,4,1,0.44,318692,280860,9088,608639,0.66,0.6,0.6,0.4,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
139122151,136883704,,SI,Mandatorio,,1,1,1,1,,116319,0,0,116319,1,0,0,1,1328746,1503669,0,2832415,0.54,28,0.38,0.62,0.75
139127528,84649023,M,SI,Mandatorio,38,5,1,5,5,0.44,344827,321027,20248,686102,0.65,0.6,0.6,0,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
013913043K,116070170,,NO,Voluntario,,3,1,3,3,0.29,405000,0,0,405000,1,0.33,0.67,0.33,875704,0,866130,1741834,0.55,25,0.75,0.25,0.4
139134737,130116221,,SI,Mandatorio,,6,2,5,1,0.65,302062,466662,36896,805620,0.49,0.67,0.67,0.33,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
139169271,106656622,,SI,Mandatorio,,9,1,9,9,1.09,303878,908289,15126,1227293,0.31,0.44,0.44,0.22,1538081,1029202,0,2567282,0.66,10,0.31,0.82,0.3
139208269,014381629K,M,NO,Mandatorio,37,18,1,18,18,0.57,364496,889808,2166605,3420909,0.37,0.78,0.39,0.28,1269631,2380856,91363,3741850,0.39,14,0.28,0.58,0.57
139227476,106725713,M,SI,Voluntario,38,9,2,5,4,0.72,301968,0,748120,1050088,0.4,0.67,0.78,0.22,1643243,0,784161,2427404,0.72,11,0.38,0.74,0.73
013922857K,109991392,,SI,Voluntario,,7,2,5,2,0.13,265000,0,66438,331438,0.76,0.43,0.71,0.57,1218546,0,588155,1806701,0.73,7,0.51,0.22,0.86
139254945,013745498K,,SI,Mandatorio,,7,2,6,1,0.54,283321,391507,35427,710255,0.55,0.71,0.71,0.43,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
139303350,138516571,,NO,Voluntario,,2,1,2,2,0.63,350000,0,1000000,1350000,0.26,0,0.5,0,1504200,0,1225000,2729200,0.56,8,0.25,0.42,0
139317513,98762655,,SI,Voluntario,,2,1,2,2,,202500,0,0,202500,1,0.5,0,1,1173564,0,816000,1989564,0.69,20,0.87,0.14,0.4
139337336,132954186,F,NO,Mandatorio,38,12,1,12,12,0.96,340956,767753,25407,1134115,0.49,0.42,0.33,0.08,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
139397584,109588431,,SI,Voluntario,,2,1,2,2,0.3,175000,0,39000,214000,0.5,0.5,0.5,0.5,1474853,0,1361914,2836767,0.6,18,0.45,0.42,0.61
139528913,129731656,,SI,Voluntario,,2,1,2,2,0,277500,0,0,277500,1,0.5,0,1,1547755,0,391738,1939494,0.81,7,0.57,0.28,0.29
139530349,153783977,F,NO,Voluntario,39,14,1,14,14,0,383056,0,202496,585552,0.78,0.64,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
013954224K,81120714,,SI,Mandatorio,,5,1,5,5,0.64,324694,526371,55196,906261,0.51,0.6,0.4,0.4,810767,2886690,0,3697457,0.23,20,0.06,0.91,0.55
139604903,158698382,F,NO,Mandatorio,38,12,1,12,12,1.32,359474,1092289,79543,1531306,0.46,0.42,0.58,0,1403700,1368065,0,2771764,0.57,9,0.11,0.89,0.44
139665651,94419026,,SI,Mandatorio,,10,3,6,1,0.82,297080,600918,19188,917186,0.41,0.5,0.4,0.1,588445,2235096,0,2823541,0.19,8,0.07,0.96,0.88
139675339,107732845,,SI,Mandatorio,,10,2,9,1,0.89,304059,705109,49032,1058200,0.39,0.6,0.6,0.2,1528618,1420000,0,2948618,0.52,24,0.13,1.14,0.54
139822307,130116221,F,SI,Mandatorio,37,24,2,22,2,0.61,290427,648020,9150,947597,0.4,0.63,0.5,0.33,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
139856163,142437821,F,NO,Mandatorio,37,12,2,8,4,0.97,367663,531992,26687,926341,0.56,0.5,0.25,0.08,1319802,862986,4545,2187334,0.65,21,0.19,0.72,0.52
139900499,139238249,,SI,Voluntario,,6,1,6,6,0.2,375000,0,249586,624586,0.56,0.33,0.67,0.17,1467571,0,1393354,2860924,0.58,12,0.5,0.47,0.42
139907353,83284579,,SI,Voluntario,,5,2,3,2,0.23,632408,0,1339281,1971689,0.37,0.4,0.6,0.6,1540297,0,852097,2392394,0.7,22,0.47,0.34,0.68
140011150,116106698,F,SI,Mandatorio,37,15,3,9,2,0.64,337938,498472,39636,876046,0.5,0.53,0.47,0.4,1513161,922171,0,2435332,0.68,19,0.21,0.75,0.47
140052477,014381629K,F,NO,Mandatorio,40,25,1,25,25,0.76,367678,1435740,228334,2031752,0.36,0.52,0.48,0.16,1269631,2380856,91363,3741850,0.39,14,0.28,0.58,0.57
140169188,139269624,,SI,Voluntario,,7,2,5,2,0.05,300000,0,19214,319214,0.81,0.14,0.71,0.71,1369965,0,340757,1710722,0.8,16,0.52,0.4,0.69
140231878,139636295,F,NO,Voluntario,37,17,3,8,2,0.23,311140,0,351894,663034,0.58,0.71,0.76,0.65,1623252,0,1398377,3021629,0.6,8,0.6,0.35,0.88
140236683,141261746,,SI,Mandatorio,,9,1,9,9,0.9,323122,842155,6435,1171712,0.4,0.56,0.44,0.11,1202861,1818037,0,3020898,0.47,20,0.17,0.78,0.75
140261351,138516571,,NO,Voluntario,,2,1,2,2,0.62,350000,0,1400000,1750000,0.2,0,0.5,0,1504200,0,1225000,2729200,0.56,8,0.25,0.42,0
140371041,133168931,,SI,Mandatorio,,6,1,6,6,0.44,247062,235285,25336,507683,0.54,0.67,0.67,0.33,1196949,2110815,14286,3322050,0.36,19,0.11,0.73,0.37
140811505,97042772,F,NO,Voluntario,37,16,1,16,16,0.8,947401,0,2023129,2970530,0.35,0.56,0.5,0.25,3062475,0,2643559,5706034,0.55,12,0.35,0.68,0.25
140820253,85377876,,SI,Voluntario,,3,1,3,3,0.07,206111,0,37833,243944,0.86,0.33,0.67,0.67,1355662,0,1149550,2505212,0.63,11,0.48,0.28,0.73
140825069,008656601K,F,SI,Mandatorio,37,18,3,10,1,0.67,312114,716023,30733,1058871,0.45,0.56,0.61,0.39,1500000,288857,0,1788857,0.87,9,0.25,0.69,0.11
014118122K,136349139,,SI,Voluntario,,2,1,2,2,0,81666,0,0,81666,1,0.5,0,1,1378351,0,251782,1630133,0.86,9,0.56,0.3,0.78
141181505,134852852,,SI,Voluntario,,5,1,5,5,0.1,238000,0,910,238910,1,0.4,0.6,0.6,1097778,0,1505833,2603611,0.56,7,0.43,0.22,0.86
141181815,153119791,F,SI,Voluntario,38,14,2,10,4,0.74,354078,0,2730279,3084356,0.26,0.57,0.64,0.07,1508052,0,1441518,2949570,0.63,17,0.31,0.49,0.71
141221779,84649023,,SI,Mandatorio,,6,2,5,1,0.05,360939,25487,0,386426,0.95,0.83,0.83,0.83,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
141224484,014381629K,,SI,Mandatorio,,6,1,6,6,0,352448,2023,0,354471,0.99,0.5,0,1,1269631,2380856,91363,3741850,0.39,14,0.28,0.58,0.57
141399675,153783977,M,SI,Voluntario,37,6,2,5,1,,408759,0,115000,523759,0.87,0.67,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
141446355,83834641,,SI,Mandatorio,,4,1,4,4,0.21,350441,103355,3997,457793,0.86,0.75,0.75,0.75,894354,758702,0,1653056,0.69,7,0.45,0.42,1
141455842,128896406,F,SI,Voluntario,37,7,1,7,7,0.16,252622,0,286751,539374,0.58,0.86,0.57,0.57,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
141480170,014381629K,,SI,Mandatorio,,5,1,5,5,1,341700,400371,28000,770071,0.83,0.8,0.4,0,1269631,2380856,91363,3741850,0.39,14,0.28,0.58,0.57
141484710,132954186,M,NO,Mandatorio,36,24,2,18,6,1.14,347409,1417709,47385,1812504,0.32,0.46,0.33,0.21,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
141493612,133168931,,SI,Mandatorio,,9,4,6,1,0.96,303878,687076,25730,1016684,0.4,0.56,0.56,0.11,1196949,2110815,14286,3322050,0.36,19,0.11,0.73,0.37
141552996,012852066K,F,NO,Mandatorio,37,16,1,16,16,0.77,311575,917073,54580,1283228,0.45,0.63,0.44,0.25,1398546,1782728,0,3181274,0.54,22,0.26,0.9,0.45
141564676,011834846K,,SI,Mandatorio,,10,2,9,1,0.69,306385,508987,3079,818451,0.47,0.8,0.7,0.1,1248909,1541468,0,2790377,0.55,21,0.25,0.77,0.57
141578103,94726468,M,SI,Mandatorio,37,15,1,15,15,0.7,290430,898365,21293,1210088,0.46,0.6,0.6,0.47,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
141584952,011834846K,M,SI,Mandatorio,37,18,1,18,18,0.66,323410,810650,10299,1144358,0.45,0.67,0.56,0.56,1248909,1541468,0,2790377,0.55,21,0.25,0.77,0.57
141743880,132827486,,SI,Voluntario,,7,1,7,7,0.11,293333,0,47749,341083,0.77,0.29,0.71,0.71,1350745,0,1684724,3035469,0.49,21,0.32,0.57,0.67
141759027,215869660,M,NO,Voluntario,37,26,2,15,11,0.45,468135,0,579464,1047599,0.5,0.65,0.69,0.38,1356823,0,355762,1712586,0.85,17,0.8,0.39,0.29
141824988,141029142,F,NO,Mandatorio,37,21,1,21,21,0.61,359450,516711,13417,889578,0.54,0.62,0.52,0.1,1275451,809412,0,2084863,0.68,13,0.1,0.83,0.38
141830007,128807837,M,SI,Voluntario,37,3,1,3,3,,450000,0,206667,656667,0.74,0.67,0,1,961449,0,497964,1459413,0.67,8,1,0,0.25
141834630,136883704,F,SI,Mandatorio,37,5,1,5,5,0.57,332543,432803,17379,782725,0.61,0.6,0.6,0.2,1328746,1503669,0,2832415,0.54,28,0.38,0.62,0.75
141840274,132954186,M,NO,Mandatorio,37,16,1,16,16,1.23,370912,1090902,54343,1516157,0.45,0.44,0.31,0.13,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
141868934,169647968,,NO,Voluntario,,1,1,1,1,,150000,0,0,150000,1,0,0,1,1124356,0,481245,1605601,0.73,20,0.95,0.15,0.2
014188882K,116070170,M,NO,Voluntario,36,26,2,23,3,0.78,463062,0,292000,755062,0.66,0.38,0.92,0.81,875704,0,866130,1741834,0.55,25,0.75,0.25,0.4
141914057,109250430,,SI,Mandatorio,,4,2,3,1,0.37,247179,142772,164971,554922,0.46,0.5,0.5,0.5,1265516,1386339,7143,2658998,0.55,23,0.39,0.63,0.7
141921525,137567415,,SI,Voluntario,,3,1,3,3,0.07,330555,0,133333,463889,0.81,0.67,0.67,0.67,1474680,0,1792980,3267660,0.53,11,0.46,0.39,0.45
141979272,83284579,,SI,Voluntario,,3,1,3,3,0,346111,0,0,346111,1,0.33,0,1,1540297,0,852097,2392394,0.7,22,0.47,0.34,0.68
141981234,132744505,,SI,Mandatorio,,3,1,3,3,0.52,325539,401424,4931,731894,0.48,0.33,0.33,0.33,1158206,3026582,60870,4245658,0.34,25,0.13,1.11,0.6
142079984,112352481,M,SI,Mandatorio,37,5,1,5,5,0.7,325173,338733,20791,684697,0.58,0.4,0.6,0,1435721,1518841,0,2954563,0.58,15,0.15,1.15,0.4
142263173,86029081,,SI,Mandatorio,,4,2,3,1,0.26,203559,69821,602,273982,0.62,0.5,0.5,0.5,,,,,,5,0.07,0.93,0.8
142263246,128304177,F,SI,Voluntario,37,7,2,4,3,0.42,298333,0,534930,833263,0.43,0.57,0.71,0.14,1461527,0,610416,2071944,0.74,15,0.52,0.39,0.53
142278480,143489841,M,SI,Mandatorio,37,5,1,5,5,0.05,349740,20693,483,370916,0.96,0.4,0.8,0.8,1384838,765846,174431,2325115,0.7,18,0.29,0.66,0.5
142286866,74808816,M,SI,Mandatorio,37,15,2,9,6,0.86,329924,729988,32517,1092429,0.5,0.53,0.4,0.27,1984280,605217,0,2589497,0.79,12,0.28,0.55,0.75
142484277,97042772,,NO,Voluntario,,6,1,6,6,0.39,974585,0,2289628,3264213,0.39,0.33,0.5,0.5,3062475,0,2643559,5706034,0.55,12,0.35,0.68,0.25
142603896,161786128,,SI,Voluntario,,6,2,4,2,0.2,347500,0,398198,745698,0.61,0.5,0.67,0.5,1354286,0,629406,1983693,0.76,9,0.58,0.22,0.78
142804395,150045789,,SI,Voluntario,,7,2,6,1,0.06,275000,0,221751,496751,0.78,0.86,0.57,0.86,1572899,0,206737,1779636,0.91,9,0.42,0.23,0.78
142888386,130716911,M,NO,Voluntario,44,19,3,16,1,0.41,410572,0,366319,776890,0.64,0.58,0.53,0.11,1500000,0,1400000,2900000,0.52,4,0.5,0.42,0.25
